make,model,seating_capacity,transmission_type,fuel_tank_capacity,body,rating,starting_price,ending_price,max_torque_nm,max_torque_rpm,max_power_bhp,max_power_rp
Nissan,Armada,7,automatic,44,SUV,4.2,22434,29327,349,2574,91,6902
Nissan,Altima,5,automatic,51,Sedan,4.1,12466,18558,273,1720,299,5820
Porsche,Panamera,5,automatic,60,Sedan,4.2,40506,53311,366,1572,183,6263
Toyota,Camry,5,automatic,48,Sedan,4.6,11277,16566,347,2607,188,4967
Nissan,Altima,5,automatic,61,Sedan,3.6,13278,16164,489,1400,394,5502
Subaru,Forester,7,automatic,50,SUV,4.3,14974,18015,209,3987,293,5423
Ram,1500,5,automatic,40,Quad Cab,3.9,14713,19310,404,2527,355,5039
Nissan,Altima,5,automatic,42,Sedan,4.2,10408,13486,185,3185,354,4141
Porsche,Panamera,5,automatic,73,Sedan,5.0,48722,55680,481,2687,243,6027
Scion,tC,5,automatic,53,Hatchback,4.3,10516,15225,379,3518,101,5892
Mercedes-Benz,GL-Class,7,automatic,45,SUV,4.4,21853,27341,210,1407,302,5276
Nissan,Altima,5,automatic,77,Sedan,4.7,10001,13396,462,2769,191,6022
Nissan,Altima,5,automatic,43,Coupe,3.8,8328,12674,298,1791,234,4220
Porsche,Cayenne,7,automatic,77,SUV,4.6,37245,49510,262,2977,175,4307
mitsubishi,galant,5,automatic,66,nan,3.6,5452,7839,398,2525,191,5731
Nissan,Sentra,5,automatic,63,Sedan,3.7,4655,5524,481,1626,103,5735
Mercedes-Benz,S-Class,5,automatic,60,Sedan,4.6,26589,39454,285,1886,129,6074
Scion,tC,5,manual,72,Hatchback,3.6,12288,16259,471,2818,308,5632
Nissan,Altima,5,automatic,46,Sedan,3.9,7573,10020,122,1997,295,4617
Nissan,Altima,5,automatic,77,Sedan,4.4,16430,23128,408,2887,204,5503
Nissan,Versa,5,Automatic,53,Hatchback,3.6,10083,12395,137,2049,108,6846
Nissan,Altima,5,automatic,74,Sedan,4.8,12520,16725,163,2025,295,4799
Mercedes-Benz,S-Class,5,automatic,40,Sedan,3.5,32678,43747,459,3844,302,4342
Mercedes-Benz,GL-Class,7,automatic,44,SUV,3.9,21047,32086,410,3696,246,6127
Nissan,Altima,5,automatic,74,Sedan,3.8,10792,13807,319,3735,274,5852
Ram,1500,5,automatic,42,Quad Cab,4.7,13852,18105,202,3790,302,5813
Mercedes-Benz,S-Class,5,automatic,40,Sedan,4.6,36653,48369,399,1411,245,4013
Nissan,Altima,5,automatic,75,Sedan,3.8,12138,14774,306,2184,194,6039
Mercedes-Benz,GL-Class,7,automatic,56,SUV,4.9,21912,32880,394,1290,208,5285
Ram,2500,5,manual,65,Crew Cab,3.7,30589,39398,472,3365,129,4192
Nissan,Altima,5,automatic,74,Sedan,4.7,12426,15846,274,2351,115,5457
Nissan,Sentra,5,Automatic,74,Sedan,3.8,6698,10175,211,1241,391,4194
Nissan,Sentra,5,Manual,56,Sedan,4.8,6480,9445,300,2990,199,5747
Porsche,911,5,automatic,46,Coupe,4.9,59838,93678,365,2871,226,4896
Nissan,Altima,5,automatic,60,Sedan,4.8,11103,15403,474,2490,356,5901
Nissan,Altima,5,automatic,70,Sedan,3.8,10191,13236,288,2058,385,4715
Nissan,Leaf,5,automatic,63,Hatchback,3.9,10116,13351,451,3739,322,6012
Nissan,Altima,5,automatic,46,Sedan,4.5,10517,13125,259,2459,352,4815
Nissan,Altima,5,automatic,63,Sedan,4.5,8650,12225,124,3851,200,5181
Nissan,Altima,5,automatic,55,Sedan,3.9,12300,16013,467,3080,307,5364
Nissan,Altima,5,automatic,51,Sedan,4.7,10377,15115,487,2402,122,5444
Mercedes-Benz,GL-Class,7,automatic,59,SUV,4.2,24292,35809,122,3885,152,4422
Nissan,Versa,5,automatic,52,Hatchback,4.6,8023,10399,281,3013,272,6603
Nissan,Rogue,7,automatic,71,SUV,4.4,13706,20391,226,2969,320,5969
Nissan,Altima,5,automatic,62,Sedan,4.5,11572,16268,381,2859,355,5068
Nissan,Altima,5,automatic,71,Sedan,4.8,12345,16721,174,3948,333,4443
Nissan,Altima,5,automatic,45,Sedan,4.2,10596,13594,400,1645,324,5945
Nissan,Altima,5,automatic,76,Coupe,4.5,14450,16925,411,3969,111,4475
Nissan,Altima,5,automatic,60,Sedan,5.0,11950,16097,341,2431,137,4949
Nissan,Altima,5,automatic,40,Sedan,4.8,11341,15604,338,2062,271,6144
Porsche,Panamera,5,automatic,51,Sedan,3.8,45757,53361,335,2054,195,4400
Scion,xB,5,automatic,52,Wagon,4.3,11701,14647,183,2564,299,5805
Porsche,Cayenne,7,automatic,72,SUV,4.3,40033,53576,291,2408,325,5068
Nissan,Altima,5,automatic,51,Sedan,4.9,7759,9646,289,1689,112,5568
Mitsubishi,Galant,5,automatic,72,Sedan,4.5,7778,11435,497,2792,385,5677
Nissan,Altima,5,automatic,61,Sedan,5.0,9853,15468,298,1578,345,5338
Nissan,Altima,5,automatic,67,Sedan,4.2,10259,12718,334,1908,215,4105
Toyota,Camry,5,automatic,68,Sedan,4.6,10458,13830,296,2938,222,6105
Nissan,Altima,5,automatic,56,Sedan,4.7,10104,12238,282,3785,256,4731
Nissan,Frontier,5,automatic,42,King Cab,4.4,4705,6554,252,1479,355,4649
Nissan,Altima,5,automatic,61,Sedan,4.1,12024,16270,184,2211,386,6046
Nissan,Altima,5,automatic,46,Sedan,4.9,8881,10860,288,3171,167,4525
Mercedes-Benz,E-Class,5,automatic,49,Sedan,4.4,19735,30824,478,3266,305,5236
Mercedes-Benz,S-Class,5,automatic,40,Sedan,4.3,35147,54629,299,1464,129,5151
Nissan,Altima,5,automatic,71,Sedan,5.0,9949,14043,201,3839,385,6890
Toyota,Camry,5,automatic,51,Sedan,4.6,4400,5126,191,3189,158,5919
Nissan,Altima,5,automatic,76,Sedan,3.9,10045,14362,482,3182,329,6095
Mercedes-Benz,M-Class,7,automatic,67,SUV,4.8,26718,37551,254,1352,377,5610
Nissan,Altima,5,automatic,43,Coupe,4.3,10158,13866,493,2754,222,5305
Nissan,Armada,7,automatic,71,SUV,3.6,20506,25673,313,3039,203,6971
Nissan,Altima,5,automatic,45,Sedan,4.0,9275,11705,127,3772,175,6387
Nissan,Altima,5,automatic,50,Sedan,3.5,9454,14106,145,2715,259,6748
Nissan,Leaf,5,automatic,66,Hatchback,4.7,11338,15899,369,1824,270,6300
Nissan,Altima,5,automatic,72,Sedan,3.7,10112,14793,192,2899,326,6300
Mitsubishi,Outlander Sport,7,automatic,45,SUV,3.8,10557,12839,173,1960,154,6262
Nissan,Altima,5,automatic,80,Sedan,3.7,11841,13224,468,2185,247,6611
Mercedes-Benz,GL-Class,7,automatic,65,SUV,3.7,25345,35641,473,3690,156,5986
Nissan,Altima,5,automatic,76,Sedan,4.4,10956,13497,267,3774,103,4580
Mitsubishi,Outlander,7,automatic,61,SUV,3.8,12204,13712,160,3953,145,6135
Nissan,Rogue,7,automatic,72,SUV,4.4,14326,19108,359,2666,287,6243
Nissan,Altima,5,automatic,75,Sedan,3.6,8798,13878,434,2005,179,6261
Nissan,Altima,5,automatic,61,Sedan,4.3,12681,15493,396,2816,96,4168
Subaru,Impreza,5,manual,44,Sedan,3.7,18702,22831,440,2735,112,5635
Nissan,Leaf,5,automatic,55,Hatchback,4.8,7348,10798,319,1669,368,4167
Nissan,Leaf,5,automatic,58,Hatchback,4.8,10634,13314,427,1440,263,6184
Nissan,Altima,5,automatic,78,Sedan,4.2,9644,12228,406,2606,372,5791
Nissan,Altima,5,automatic,61,Sedan,4.6,10713,14219,252,2001,256,5269
Nissan,Sentra,5,automatic,57,Sedan,4.5,8568,12717,395,2504,131,5001
Nissan,Leaf,5,automatic,61,Hatchback,4.4,9256,13473,150,2605,285,4427
Nissan,Versa,5,automatic,79,Hatchback,4.6,8192,11014,132,3778,212,5977
Nissan,Rogue,7,automatic,65,SUV,4.4,12250,16893,473,1738,337,6629
Nissan,Altima,5,automatic,41,Sedan,3.6,14678,17254,337,3170,391,6564
Nissan,Altima,5,automatic,61,Sedan,4.4,10404,13339,170,2920,246,6359
Subaru,Legacy,5,automatic,72,Sedan,4.4,10627,15227,463,3782,166,6209
Mercedes-Benz,GL-Class,7,automatic,50,SUV,3.8,22781,26897,489,2437,334,6345
Mitsubishi,Outlander,7,automatic,44,SUV,4.0,11699,13336,370,2890,392,5011
Nissan,Rogue,7,automatic,63,SUV,4.0,11002,14037,158,2296,142,4352
Mercedes-Benz,GL-Class,7,automatic,40,SUV,3.5,24520,27905,173,3174,94,5492
Nissan,Frontier,5,automatic,51,Crew Cab,4.0,11805,16790,450,2404,264,6292
Mercedes-Benz,M-Class,7,automatic,51,SUV,3.7,25470,35571,428,3394,123,5732
Mercedes-Benz,GL-Class,7,automatic,63,SUV,4.6,26489,31491,494,2644,390,5359
Nissan,Altima,5,automatic,77,Coupe,4.8,12672,15331,478,1480,94,4061
Nissan,Altima,5,automatic,73,Sedan,4.9,6800,9282,470,3922,347,4252
Mercedes-Benz,GL-Class,7,automatic,50,SUV,3.8,30910,46365,194,3518,156,5994
Nissan,Altima,5,automatic,45,Sedan,3.9,11452,14455,191,3664,337,6919
Nissan,Rogue,7,automatic,62,SUV,4.7,11941,16840,298,3909,93,4090
Nissan,Altima,5,automatic,59,Sedan,4.1,9015,11136,171,3725,258,5342
Nissan,Altima,5,automatic,61,Sedan,3.8,11113,13979,255,2469,385,5564
Nissan,Leaf,5,automatic,47,Hatchback,3.9,10603,15542,227,3597,216,6438
Nissan,Leaf,5,automatic,58,Hatchback,4.7,11105,14290,445,3830,214,6263
Nissan,Sentra,5,automatic,48,Sedan,3.5,8261,10393,306,1247,291,5927
Nissan,Altima,5,automatic,80,Sedan,4.6,10381,13785,420,3600,251,5875
Nissan,Altima,5,automatic,80,Sedan,4.5,8884,12308,381,3816,145,6782
Mercedes-Benz,GL-Class,7,automatic,55,SUV,3.9,19184,26209,453,1606,319,6886
Mercedes-Benz,GL-Class,7,automatic,69,SUV,4.9,23304,32597,219,1284,307,6798
Nissan,Maxima,5,automatic,50,Sedan,3.8,13789,18108,309,1650,196,4752
Mercedes-Benz,M-Class,7,Automatic,70,SUV,4.9,16165,22357,395,2350,151,4949
Mercedes-Benz,GL-Class,7,automatic,72,SUV,4.0,27049,37149,397,2515,159,4567
Toyota,Camry,5,automatic,73,Sedan,3.7,14265,18028,151,1819,131,5491
Nissan,Altima,5,automatic,49,Sedan,3.7,9812,12643,268,3182,177,6225
Nissan,Altima,5,automatic,78,Sedan,3.9,9423,12600,167,2113,382,5085
Nissan,Versa,5,Automatic,68,Sedan,4.0,9835,13844,136,3741,273,4998
Nissan,Leaf,5,automatic,71,Hatchback,4.3,10174,13111,341,3885,96,4853
Nissan,Altima,5,automatic,65,Sedan,4.4,9442,13282,132,3054,203,6586
Ram,1500,5,automatic,65,Quad Cab,4.0,14618,17617,186,1239,183,5957
Nissan,Altima,5,automatic,68,Sedan,3.7,10532,15803,323,1279,365,6097
Nissan,Versa,5,automatic,53,Sedan,4.3,7235,10437,429,3749,350,4734
smart,fortwo,5,automatic,60,Hatchback,4.1,5948,8239,278,3915,104,6904
Nissan,Altima,5,automatic,80,Sedan,4.8,12283,14992,234,3773,136,6456
mitsubishi,galant,5,automatic,74,nan,3.7,7555,10177,419,3209,357,5247
Nissan,Altima,5,automatic,66,Sedan,4.6,10234,16107,364,3674,299,4001
BMW,3 Series,5,automatic,62,Coupe,4.5,18926,23575,309,3221,334,5520
BMW,3 Series,5,automatic,69,Convertible,4.8,23681,31744,483,1775,101,4691
BMW,3 Series,5,automatic,69,Sedan,3.6,15975,21484,378,3466,113,5748
BMW,3 Series,5,automatic,52,Sedan,3.5,19311,25090,416,2826,173,4812
BMW,3 Series,5,automatic,74,Sedan,3.7,21442,27246,469,2823,259,6569
BMW,5 Series,5,automatic,62,Sedan,4.0,26284,33455,392,2183,102,5521
Audi,A4,5,automatic,80,Sedan,5.0,12836,18337,163,2293,182,6146
Toyota,Corolla,5,automatic,73,Sedan,3.9,7247,10693,223,3066,321,4064
Volkswagen,GLI,5,automatic,41,Sedan,4.3,9947,13772,142,3792,302,5979
BMW,3 Series,5,automatic,55,Sedan,4.4,22543,27587,419,2700,323,4789
BMW,3 Series,5,automatic,80,Sedan,3.9,16308,24700,152,2027,346,4557
BMW,3 Series,5,automatic,65,Sedan,4.8,16518,21668,135,3982,163,4169
Toyota,Prius,5,automatic,51,Hatchback,4.6,14155,19357,145,3962,363,6317
BMW,3 Series,5,automatic,49,Sedan,4.8,25280,35142,371,1378,166,4909
Volvo,S60,5,automatic,50,Sedan,4.3,13664,19936,362,3660,117,6985
BMW,5 Series Gran Turismo,5,automatic,52,Hatchback,3.8,29490,37402,336,1476,193,6783
BMW,3 Series,5,automatic,74,Sedan,4.2,20264,28276,353,2936,255,4289
BMW,3 Series,5,automatic,62,Sedan,4.5,19211,25172,377,1478,142,6368
BMW,3 Series,5,automatic,44,Sedan,5.0,19863,25394,278,2350,138,4768
Volvo,XC90,7,automatic,74,SUV,3.7,19949,24351,468,2970,226,4012
Acura,RDX,7,automatic,46,SUV,3.8,17057,21502,221,3628,390,6666
BMW,3 Series,5,automatic,76,Sedan,4.2,19494,24467,248,3175,104,6930
BMW,3 Series,5,automatic,54,Sedan,3.6,18235,26834,370,1274,322,6866
Audi,A5,5,automatic,57,Coupe,4.3,18958,25665,439,1693,274,4364
Volvo,S60,5,automatic,70,Sedan,4.0,13251,17261,418,3144,313,4212
BMW,3 Series,5,automatic,72,Sedan,4.4,27870,31849,485,2502,114,5405
BMW,3 Series,5,automatic,60,Sedan,4.8,17263,22733,330,3592,201,6776
Toyota,Highlander,7,automatic,41,SUV,4.5,17336,27707,311,1685,260,4186
Volkswagen,Tiguan,7,automatic,52,SUV,5.0,9565,12454,477,3766,123,5667
BMW,3 Series,5,automatic,66,Convertible,3.8,26267,34904,223,1540,97,5469
BMW,3 Series,5,automatic,48,Sedan,4.2,16713,26929,224,3626,282,6816
BMW,3 Series,5,automatic,53,Sedan,4.7,17596,20357,148,2072,380,5445
BMW,3 Series,5,automatic,67,Sedan,4.3,16112,23991,495,2613,225,5137
BMW,5 Series,5,automatic,42,Sedan,4.5,22741,32862,229,2157,182,4982
BMW,3 Series,5,automatic,51,Sedan,3.9,21609,31002,328,1311,397,5965
BMW,3 Series,5,automatic,46,Sedan,4.2,16479,26236,488,1606,245,5709
BMW,5 Series,5,automatic,51,Sedan,4.1,25161,29606,149,3609,344,4464
BMW,3 Series,5,automatic,53,Sedan,3.8,19208,28054,273,3434,94,5683
BMW,3 Series,5,automatic,72,Sedan,4.5,21210,28728,269,1374,359,6816
BMW,5 Series,5,automatic,60,Sedan,4.1,22072,25983,468,1351,212,4285
BMW,3 Series,5,automatic,50,Sedan,4.8,15477,20384,349,3702,162,4113
BMW,3 Series,5,automatic,51,Sedan,4.1,15952,18878,249,3093,108,4784
BMW,3 Series,5,automatic,53,Sedan,4.3,19437,26275,128,2127,165,4070
BMW,3 Series,5,automatic,74,Sedan,3.6,14858,21206,375,2464,340,6806
BMW,3 Series,5,automatic,77,Sedan,4.0,13678,17529,492,1764,118,4188
Toyota,Corolla,5,automatic,79,Sedan,4.6,8845,11540,455,2174,95,6278
BMW,3 Series,5,automatic,52,Sedan,3.6,19566,24305,372,3020,284,6191
Audi,Q5,7,automatic,63,SUV,4.5,23199,26416,212,3228,322,5776
Volvo,XC60,7,automatic,73,SUV,4.8,13842,16725,127,2499,390,4612
BMW,3 Series,5,automatic,61,Sedan,4.1,20909,26244,192,2424,294,6165
Toyota,Highlander,7,automatic,60,SUV,3.8,19776,28701,355,2249,216,6202
Volkswagen,GTI,5,automatic,41,Hatchback,4.8,11095,13883,311,3757,286,4209
BMW,3 Series,5,automatic,73,Sedan,4.2,21298,32368,227,1501,126,6273
BMW,3 Series,5,automatic,65,Sedan,3.6,15204,21146,484,1614,327,6585
BMW,3 Series,5,automatic,46,Sedan,4.2,15268,22644,151,3894,164,6940
Volvo,S60,5,automatic,71,Sedan,4.3,17309,22839,335,1333,289,5602
BMW,3 Series,5,automatic,72,Sedan,3.6,15501,19390,152,2621,144,4539
Volkswagen,Passat,5,automatic,76,Sedan,3.7,9145,13264,339,1248,301,6766
BMW,3 Series,5,automatic,58,Sedan,3.9,20166,26058,495,1268,204,5117
Audi,S4,5,automatic,55,Sedan,3.6,27619,35996,430,1661,211,6730
BMW,M3,5,automatic,53,Sedan,3.5,39360,47650,455,2385,377,6925
BMW,3 Series,5,automatic,62,Sedan,4.4,15772,23064,275,1670,270,5085
BMW,3 Series,5,automatic,68,Sedan,3.6,17286,21661,279,2994,266,5991
BMW,3 Series,5,automatic,58,Sedan,4.2,18022,27750,262,2234,392,5536
BMW,3 Series,5,automatic,65,Convertible,3.7,24920,33933,200,3066,208,5395
BMW,3 Series,5,automatic,52,Sedan,4.7,18379,23589,145,1348,217,5928
BMW,3 Series,5,automatic,66,Coupe,4.4,20492,28158,370,3886,356,5652
BMW,3 Series,5,Automatic,74,Convertible,4.4,21950,30937,409,2374,368,4118
BMW,3 Series,5,automatic,58,Convertible,3.8,22158,30449,428,2312,185,4009
BMW,7 Series,5,automatic,48,Sedan,4.5,24690,31076,497,3724,114,4400
BMW,M3,5,automatic,55,Convertible,3.8,34361,43262,148,3261,206,4257
Volvo,S60,5,automatic,48,Sedan,4.5,14256,18680,435,3101,374,4413
BMW,3 Series,5,automatic,76,Sedan,4.3,18169,27965,299,1561,170,6802
BMW,3 Series,5,automatic,80,Sedan,4.3,20269,29190,448,2633,218,5488
BMW,3 Series,5,automatic,41,Sedan,4.6,21731,30256,410,3839,235,5815
BMW,3 Series,5,automatic,71,Sedan,4.3,21816,29138,174,3553,245,6151
BMW,5 Series Gran Turismo,5,automatic,68,Hatchback,3.9,22719,28635,184,2410,157,5274
Toyota,Tundra,5,automatic,45,CrewMax Cab,3.6,17250,21486,333,1330,252,4131
BMW,3 Series,5,automatic,63,Sedan,4.6,17286,24926,414,1511,379,5664
BMW,3 Series,5,automatic,49,Sedan,4.1,20014,25787,284,2277,109,4554
BMW,3 Series,5,automatic,42,Sedan,4.2,18499,28095,346,2520,120,6596
BMW,3 Series,5,automatic,44,Sedan,4.1,17915,27186,403,3765,112,5053
Toyota,Prius,5,automatic,75,Hatchback,3.9,12210,18104,366,2363,247,6383
Volkswagen,CC,5,automatic,80,Sedan,4.8,13671,16471,455,1610,132,6760
BMW,5 Series,5,automatic,75,Sedan,3.6,24795,31860,267,1516,139,6766
BMW,3 Series,5,automatic,53,Sedan,4.5,18947,22423,390,2441,258,4745
BMW,M3,5,automatic,46,Sedan,4.4,39404,51995,278,3196,153,5462
BMW,3 Series,5,automatic,68,Sedan,5.0,16761,24629,487,3278,189,4286
Volvo,S60,5,automatic,50,Sedan,4.4,19655,24331,131,1575,126,4820
Toyota,Corolla,5,automatic,70,Sedan,4.1,8203,11739,432,3531,267,4683
BMW,3 Series,5,automatic,74,Sedan,3.9,16255,21835,240,2142,313,4807
BMW,5 Series,5,automatic,70,Sedan,4.3,15146,18362,211,2776,396,5923
Audi,Q7,7,Manual,47,SUV,4.5,22534,29937,349,2552,170,6776
BMW,3 Series,5,automatic,43,Wagon,4.0,23389,26239,132,3484,137,5149
BMW,3 Series,5,automatic,68,Sedan,3.6,17312,22883,294,2514,122,4792
BMW,3 Series,5,automatic,59,Sedan,4.3,19375,24023,393,1806,221,4408
Toyota,Corolla,5,automatic,50,Sedan,4.1,7273,10645,120,1484,135,6821
Volkswagen,GTI,5,automatic,56,Hatchback,4.9,13708,20726,123,2501,179,5735
Volvo,S60,5,automatic,71,Sedan,3.7,11209,14378,279,2163,222,5578
BMW,3 Series,5,automatic,76,Sedan,4.8,18434,24098,466,2467,161,5639
BMW,3 Series,5,automatic,60,Convertible,3.7,19349,25847,461,2933,318,6896
BMW,3 Series,5,automatic,53,Sedan,5.0,19953,25885,224,3683,195,6425
BMW,5 Series,5,automatic,78,Sedan,3.9,27058,35173,364,3046,236,4976
BMW,3 Series,5,automatic,57,Sedan,3.6,16435,22453,328,3658,137,5589
Acura,MDX,7,automatic,44,SUV,4.2,23477,32217,397,2122,385,6105
BMW,3 Series,5,automatic,80,Coupe,3.5,14153,19671,409,2200,155,5118
Toyota,Corolla,5,automatic,78,Sedan,3.9,9513,13068,368,1719,217,4440
Volvo,S60,5,automatic,59,Sedan,4.6,14115,18788,151,3742,99,4844
BMW,5 Series,5,automatic,78,Sedan,4.3,22744,34358,451,2750,286,5869
Toyota,Camry Hybrid,5,automatic,48,Sedan,4.3,14797,20119,132,3081,332,4056
BMW,3 Series,5,automatic,66,Sedan,3.9,19686,24276,395,1940,390,5780
BMW,3 Series,5,automatic,80,Sedan,4.5,19000,22584,396,3011,363,5921
BMW,3 Series,5,automatic,71,Sedan,3.8,14998,22224,134,3346,339,6221
Volvo,S60,5,automatic,40,Sedan,4.1,13796,19985,366,2291,361,5649
Volkswagen,Beetle,5,automatic,55,Hatchback,5.0,9243,12226,462,2449,226,5400
BMW,3 Series,5,automatic,53,Sedan,4.9,18939,25603,336,2669,146,5389
Audi,Q7,7,automatic,60,SUV,4.9,23702,34722,240,3590,105,4288
BMW,3 Series,5,automatic,49,Sedan,3.7,17792,24929,326,3035,129,4018
Audi,S5,5,automatic,60,Convertible,4.8,24804,35879,316,3918,387,4983
BMW,3 Series,5,automatic,80,Convertible,4.2,25683,37567,261,2691,312,6356
Toyota,Highlander Hybrid,7,automatic,54,SUV,4.1,23291,31799,449,3212,358,6842
Volkswagen,Jetta,5,automatic,68,Sedan,4.1,7907,10350,397,3964,377,6906
Volkswagen,Jetta,5,automatic,72,Sedan,4.1,7881,11350,377,3097,321,4213
BMW,3 Series,5,automatic,69,Coupe,3.7,16048,22240,312,2118,133,4769
Audi,Q5,7,automatic,74,SUV,4.1,23060,34357,188,3357,253,6769
Volkswagen,CC,5,automatic,80,Sedan,3.8,13942,18027,380,2134,385,4760
BMW,5 Series,5,automatic,64,Sedan,3.5,22851,27804,447,3451,124,5109
BMW,3 Series,5,automatic,51,Sedan,4.9,20711,30203,316,3725,190,5211
BMW,3 Series,5,automatic,72,Sedan,4.6,16635,24736,219,3033,313,5672
Toyota,Camry,5,automatic,63,Sedan,4.6,14757,19937,199,2239,260,5907
BMW,3 Series,5,automatic,78,Sedan,5.0,18486,26039,350,3955,97,5602
BMW,3 Series,5,automatic,62,Sedan,4.7,16386,20472,178,2092,196,4545
BMW,3 Series,5,automatic,70,Sedan,3.9,16893,20574,219,2170,129,5048
Volkswagen,Jetta,5,automatic,70,Sedan,4.1,7133,10715,487,1480,139,5476
Toyota,Sienna,5,automatic,62,Minivan,3.7,15691,19257,206,1233,366,5657
BMW,5 Series,5,automatic,59,Sedan,3.5,18709,24282,420,2245,120,4938
BMW,3 Series,5,automatic,41,Coupe,3.5,14631,18282,459,2315,355,5690
BMW,3 Series,5,automatic,80,Sedan,4.2,17082,22969,162,2648,392,5408
BMW,3 Series,5,automatic,51,Convertible,4.2,25077,32995,470,3956,146,4513
BMW,3 Series,5,automatic,44,Sedan,4.5,17527,26422,156,2208,139,4887
Volkswagen,Jetta,5,automatic,55,Sedan,4.8,6258,8475,243,1586,200,5007
BMW,5 Series,5,automatic,49,Sedan,4.3,25635,34582,253,3938,98,6888
BMW,3 Series,5,automatic,76,Sedan,3.9,24442,33004,203,3660,171,6836
BMW,3 Series,5,automatic,51,Sedan,4.3,20054,24394,324,1900,355,4111
Toyota,RAV4,7,automatic,46,SUV,4.3,6775,10585,410,2425,353,5430
BMW,3 Series,5,automatic,53,Sedan,4.0,21686,29781,497,2524,243,5063
BMW,3 Series,5,automatic,64,Convertible,3.6,25148,34213,359,1754,95,5282
BMW,3 Series,5,manual,46,Coupe,3.6,19470,24135,416,3085,146,4975
BMW,3 Series,5,automatic,54,Sedan,3.5,19692,28110,396,2332,137,6987
BMW,5 Series,5,automatic,53,Sedan,4.3,24091,34060,315,1494,217,4599
Acura,TSX,5,automatic,66,Sedan,3.6,14458,19600,252,3966,174,4499
BMW,3 Series,5,automatic,54,Sedan,4.8,19172,23991,132,2792,185,4036
BMW,3 Series,5,automatic,40,Sedan,3.9,19179,26634,248,1732,360,6662
Toyota,Tundra,5,automatic,43,Double Cab,4.4,18521,24831,196,2728,277,4840
Volkswagen,Jetta,5,automatic,76,Sedan,3.8,7548,10393,385,3281,361,4247
BMW,3 Series,5,automatic,64,Sedan,4.9,17635,21513,376,3723,352,4738
BMW,3 Series,5,automatic,58,Sedan,3.9,18560,26097,372,1970,175,5914
BMW,3 Series,5,automatic,70,Convertible,3.8,24505,31987,404,2736,109,5363
BMW,3 Series,5,automatic,68,Sedan,4.3,18146,26940,230,1353,186,4697
Volvo,XC70,5,automatic,72,Wagon,4.3,23456,34100,456,3726,254,4404
BMW,3 Series,5,automatic,74,Sedan,4.6,18174,22379,492,1944,189,4642
Volvo,S60,5,automatic,71,Sedan,5.0,13788,17314,268,2148,234,5408
BMW,3 Series,5,automatic,60,Coupe,3.8,15524,22362,499,2271,328,6328
Volkswagen,Jetta,5,automatic,71,Sedan,4.7,6190,9497,294,1826,227,5820
BMW,3 Series,5,automatic,45,Sedan,4.0,17708,20516,297,1966,137,4935
Volkswagen,Jetta SportWagen,5,automatic,61,Wagon,4.8,6520,10350,293,1253,243,6266
BMW,3 Series,5,automatic,77,Coupe,4.1,14761,19391,276,1746,127,6356
Volkswagen,GTI,5,automatic,70,Hatchback,3.7,12853,19382,306,3286,300,5732
BMW,3 Series,5,automatic,45,Sedan,4.5,17667,26933,177,2064,347,5017
BMW,3 Series,5,automatic,60,Sedan,3.9,20091,28826,172,2454,183,5099
BMW,3 Series,5,automatic,79,Sedan,3.7,17617,22194,259,1940,298,5112
BMW,3 Series,5,automatic,79,Sedan,4.9,18458,25894,439,1802,318,4790
BMW,3 Series,5,automatic,53,Sedan,4.4,15934,22058,134,2609,295,4809
Audi,A3,5,automatic,76,Wagon,4.4,13808,18139,162,2375,383,4534
BMW,5 Series,5,automatic,71,Sedan,3.9,24118,31295,391,2078,183,5168
Volvo,S60,5,automatic,68,Sedan,3.9,10687,13487,444,1450,350,4530
Volkswagen,Tiguan,7,automatic,50,SUV,4.0,12173,15369,349,3681,308,6499
BMW,3 Series,5,automatic,42,Sedan,4.0,19149,27273,226,2360,92,4410
BMW,3 Series,5,automatic,65,Convertible,4.1,24365,34427,257,1259,175,4601
BMW,3 Series,5,automatic,69,Sedan,4.3,17472,20263,270,3219,390,4639
BMW,5 Series,5,automatic,70,Sedan,4.9,29316,40036,240,3931,221,6182
Volkswagen,Passat,5,Automatic,40,Sedan,3.5,8296,11642,451,2662,138,4833
BMW,3 Series,5,automatic,59,Convertible,4.7,20706,29963,429,3369,319,4421
BMW,3 Series,5,automatic,72,Sedan,3.8,18100,23335,233,1412,364,4399
BMW,3 Series,5,automatic,65,Sedan,4.4,17694,21985,336,3832,227,4147
Volvo,S60,5,automatic,54,Sedan,3.7,14804,20236,430,3357,265,4176
BMW,3 Series,5,automatic,80,Sedan,4.9,17345,23769,414,3297,397,4379
BMW,3 Series,5,automatic,48,Sedan,4.4,16287,20918,186,1978,137,5746
Toyota,Prius Plug-in,5,automatic,70,Hatchback,4.5,19878,27024,221,1474,227,4877
Toyota,Corolla,5,automatic,70,Sedan,4.7,9613,11752,229,1296,135,5315
Audi,A4,5,automatic,68,Sedan,4.0,11656,18038,232,1963,367,5322
Volvo,XC60,7,automatic,51,SUV,3.7,13804,18302,479,3663,342,6724
BMW,3 Series,5,automatic,72,Sedan,4.7,17822,20792,195,2043,362,6567
BMW,3 Series,5,automatic,40,Sedan,4.0,19758,22874,311,3013,378,6679
Ford,Fusion,5,automatic,50,Sedan,3.7,5605,7195,229,3575,355,5787
